,COUNTRY,BUSINESS_LINE,INDUSTRY_CLUSTER,SUPPLIER_NAME,COMPOSITIONS,APPLICATIONS,FUNCTIONS,PRODUCT_NAME,CAS_FROM_DOC,PHYSICAL_FORM,PRODUCT_DESCRIPTION,RECOMMENDED_DOSAGE,REGULATORY_REQUIREMENTS,CERTIFICATIONS,FILE_NAME,COMPANY_CD,CLAIMS,PDP_VDO,LIGHT_VERSION,RECOMMENDED_HEALTH_BENEFITS,SUSTAINABLE_DOC
10,Afghanistan,PCI,Cosmetics & Toiletries,Lessonia,"['Derived Natural', 'Synthetic', 'Vegetal']","['Skin Care', 'Soap & Bath']",['Exfoliant'],MICROZEST 25 Celluloscrub,9004-35-7,Powder,"MICROZEST 25 Celluloscrub is a biodegradable exfoliant produced by Lessonia, derived entirely from cellulose acetate obtained through a meticulous process of grinding, sieving, and decontamination. This 100% cellulose acetate ingredient originates from sustainably managed European and North American forests, ensuring an eco-friendly and renewable source. Physically, it is a micronized powder designed to replace polyethylene microbeads in cosmetic formulations, providing gentle yet effective exfoliation by removing dead skin cells without irritation. Its compatibility with various personal care products such as facial and body scrubs, cleansers, masks, shower gels, emulsions, and gels highlights its versatility and formulation stability. MICROZEST 25 Celluloscrub aligns with modern cosmetic regulations and safety standards, being free from allergens, preservatives, heavy metals, and animal-derived substances, and is certified vegan, kosher, halal, gluten-free, and palm oil-free. Its biodegradability and absence of microplastic beads make it an environmentally responsible choice for sustainable product development. Overall, MICROZEST 25 Celluloscrub offers formulators a natural, safe, and effective exfoliating agent that supports the growing demand for green and sustainable personal care products.",N/A,(MANUAL_INPUT),"['REACH', 'Kosher', 'HALAL', 'Vegan']",PIM000002450-Celluloscrub_CosmeticIngredientDossier_ID 91.pdf,AAAA,['Vegan'],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
11,Afghanistan,PCI,Cosmetics & Toiletries,Lessonia,"['Derived Natural', 'Synthetic', 'Vegetal']","['Skin Care', 'Soap & Bath']",['Exfoliant'],Celluloscrub GRENN 300,9004-35-7,Powder,"Celluloscrub GRENN 300 by Lessonia is a biodegradable exfoliating ingredient composed of modified cellulose acetate derived from sustainably managed European and North American wood pulp forests. This finely processed cellulose acetate is obtained through grinding, sieving, and decontamination, resulting in a natural, plant-based exfoliant with excellent skin tolerance. Designed as a sustainable alternative to polyethylene microbeads, Celluloscrub GRENN 300 offers comparable performance characteristics such as consistent abrasiveness, color stability, and superior suspension capacity in various personal care formulations including cleansers, scrubs, masks, and body washes. The product is 100% renewable, biodegradable, free from allergens, preservatives, heavy metals, and harmful substances, and complies with global cosmetic regulations. Its eco-friendly profile supports the development of environmentally responsible personal care products, making it an ideal choice for manufacturers seeking to replace synthetic exfoliants with a natural, effective, and safe alternative.",N/A,(MANUAL_INPUT),"['REACH', 'Kosher', 'HALAL', 'Vegan']",PIM000002450-Celluloscrub_CosmeticIngredientDossier_ID 91.pdf,AAAA,"['Sustainable Palm Oil', 'Vegan']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
12,Afghanistan,PCI,Cosmetics & Toiletries,Lessonia,"['Derived Natural', 'Synthetic', 'Vegetal']","['Skin Care', 'Soap & Bath', 'Spa & Wellness']",['Exfoliant'],Celluloscrub GRENN 500,9004-35-7,Powder,"Celluloscrub GRENN 500 by Lessonia is a biodegradable exfoliating agent composed entirely of modified cellulose acetate derived from sustainably sourced wood pulp. This natural exfoliant is designed as an eco-friendly alternative to traditional polyethylene microbeads, offering similar performance in personal care formulations while addressing environmental concerns related to plastic pollution. The product is a fine, plant-based powder that provides effective exfoliation by gently removing dead skin cells, promoting smoother and more radiant skin. Celluloscrub GRENN 500 maintains excellent color stability and consistent abrasiveness in various formulations, including surfactant gels and aqueous lotions, without affecting the product's pH or color. It exhibits excellent skin compatibility, minimizing irritation risks, making it suitable for a wide range of personal care products such as facial cleansers, body scrubs, shower gels, soaps, and foot scrubs. Manufactured in France by Lessonia, this ingredient is free from allergens, preservatives, heavy metals, and animal-derived substances, aligning with vegan, halal, kosher, and gluten-free standards. Its sustainable sourcing, combined with its high performance and safety profile, makes Celluloscrub GRENN 500 an ideal choice for formulators seeking effective, stable, and environmentally responsible exfoliating ingredients.",N/A,(MANUAL_INPUT),"['Kosher', 'HALAL', 'Vegan']",PIM000002450-Celluloscrub_CosmeticIngredientDossier_ID 91.pdf,AAAA,['Vegan'],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
13,Afghanistan,PCI,Cosmetics & Toiletries,Lessonia,"['Derived Natural', 'Synthetic', 'Vegetal']","['Skin Care', 'Soap & Bath']",['Exfoliant'],Celluloscrub GRENN 1000,9004-35-7,Powder,"Celluloscrub GRENN 1000 by Lessonia is a natural exfoliating ingredient composed of modified cellulose derived from sustainably managed European and North-American wood pulp. This biodegradable and renewable ingredient is designed as an environmentally friendly alternative to polyethylene microbeads commonly used in personal care products. It offers excellent exfoliation properties, effectively removing dead skin cells and impurities to improve skin texture and appearance. Celluloscrub GRENN 1000 maintains consistent color stability, abrasiveness, and suspension capacity over time, even under challenging conditions such as incubation at 55°C, ensuring reliable performance throughout the product's shelf life. It is compatible with a wide range of formulations including shower gels, emulsions, oil gels, and water-based cosmetic gels, suitable for both rinse-off and leave-on applications. The product is 100% cellulose acetate, free from allergens, preservatives, heavy metals, and harmful substances, and complies with global cosmetic regulations. Manufactured in France by Lessonia, Celluloscrub GRENN 1000 supports sustainable and responsible cosmetic development by replacing plastic microbeads with a safe, effective, and eco-friendly exfoliant.",N/A,(MANUAL_INPUT),"['REACH', 'Kosher', 'HALAL', 'Vegan']",PIM000002450-Celluloscrub_CosmeticIngredientDossier_ID 91.pdf,AAAA,['Vegan'],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
14,Afghanistan,PCI,Cosmetics & Toiletries,Minasolve,"['Animal', 'Derived Natural', 'Vegetal']","['Fragrance', 'Hair Care', 'Skin Care']","['Active', 'Biocide', 'Conditioner', 'Dispersing Agent', 'Emollient', 'Humectant', 'Preservative', 'Preservative Booster', 'Skin Sensory Additive', 'Solubilizer', 'Solvent', 'Stabilizer']",A-Leen 5,5343-92-0,Liquid,"A-Leen 5, manufactured by Minasolve, is a multifunctional, sustainable ingredient primarily composed of Pentylene Glycol derived from upcycled sugarcane bagasse, a renewable byproduct of food production. This clear, colorless liquid is odorless or has a faint scent and is produced through a green-chemistry process, replacing traditional petroleum-based Pentylene Glycol with a nature-derived alternative. A-Leen 5 is COSMOS- and NATRUE-approved, reflecting its compliance with natural and organic cosmetic standards. It functions as an emollient, skin humectant, solubilizer, and antimicrobial protection agent, providing a pleasant, non-tacky, and non-oily skin feel. Its moisturizing effect is long-lasting and comparable to glycerin, while its broad-spectrum antimicrobial activity effectively protects against yeasts, molds, and bacteria, making it suitable as a standalone preservative or as a preservative booster. A-Leen 5 is especially suitable for natural cosmetic products, including skin care, hair care, makeup, perfumes, and toiletries. It enhances formulation stability by solubilizing lipophilic ingredients in aqueous solutions and facilitates the dispersion of gelling agents like xanthan gum, improving formulation efficiency. Its versatility, combined with its sustainable origin and regulatory approvals, makes A-Leen 5 an excellent choice for manufacturers seeking high-performance, eco-friendly ingredients in personal care formulations.","Recommended use level: 0.5 to 5.0 %; For optimum antimicrobial efficacy in emulsions, add to aqueous phase or post-emulsification stage; Examples in formulations include 2.0% in O/W-emulsion and 3.0% in Wellbeing body cream.",(MANUAL_INPUT),"['COSMOS Standard', 'NATRUE Standard']",PIM000002492-Technical Data Sheet_A-Leen 5_V12_03-20.pdf,AAAA,"['Anti-Bacterial', 'Anti-Microbial', 'Conditioning', 'COSMOS Standard', 'Moisturizing', 'NATRUE Standard', 'Natural Cosmetic']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
15,Afghanistan,PCI,Cosmetics & Toiletries,"DKSH Marketing Services Spain, S.A.U.","['Derived Natural', 'Synthetic', 'Vegetal']","['Hair Care', 'Skin Care', 'Spa & Wellness']","['Active', 'Antioxidant', 'Humectant', 'Others', 'Skin Sensory Additive']",ANGELICA EXTRACT,N/A,Liquid,"ANGELICA EXTRACT from DKSH Marketing Services Spain, S.A.U. is a yellow brown liquid composed primarily of water (over 50%), butylene glycol (25-50%), and Angelica keiskei leaf and stem extract (1-5%). Derived from the Angelica keiskei plant, also known as Ashitaba, this water-soluble extract is rich in bioactive compounds such as chalconoids, which contribute to its potent antioxidant, anti-inflammatory, and antimicrobial properties. Traditionally used in regional cuisine and medicinal applications, Angelica extract is valued in personal care formulations for its ability to stimulate collagen production, promote skin elasticity, and reduce signs of aging like fine lines and wrinkles. It also helps even out skin tone by regulating melanin production, soothes irritated and sensitive skin, and provides hydration to maintain skin suppleness. In hair care, it nourishes hair follicles, potentially stimulating hair growth, improving scalp health, and reducing dandruff through its anti-inflammatory effects. The extract is recommended for incorporation at 1.0% to 5.0% dosage, preferably added at the final phase of formulation at around 40°C to preserve its active structure. Packaged in 20 kg containers, ANGELICA EXTRACT offers a versatile, natural ingredient for enhancing skin and hair health in cosmetic and personal care products, backed by a shelf life of at least 24 months when stored properly in a tightly closed, lightproof container at room temperature.",1.0% ~ 5.0%,(MANUAL_INPUT),['FDA'],PIM000002748-ANGELICA EXTRACT_TDS(Sochibios)_180829.pdf,AAAA,"['Anti-Aging', 'Anti-Bacterial', 'Anti-Dandruff', 'Anti-Inflammatory', 'Anti-Itching', 'Anti-Microbial', 'Anti-Oxidant', 'Anti-Wrinkle', 'Brightening', 'Elasticity', 'Firming', 'Free Radical Scavenger', 'Hair Loss Reduction', 'Moisturizing', 'Nourishing', 'Redness Reduction', 'Scalp Protection', 'Sebum Control', 'Skin Radiance', 'Soothing']",(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
16,Afghanistan,PCI,Cosmetics & Toiletries,"LIPOTEC USA, INC.","['Biomolecule/Micro-organisms', 'Derived Natural', 'Mineral', 'Synthetic', 'Vegetal']",['Skin Care'],"['Active', 'Chelating Agent', 'Conditioner', 'Humectant', 'Preservative', 'Solvent']",ACTIFCOL™ advanced botanical ingredient,"7732-18-5, 56-81-5, 6132-04-3, 223748-90-1, 24634-61-5, 590-00-1, 532-32-1, 83-86-3",Liquid,"ACTIFCOL™ advanced botanical ingredient, manufactured by LIPOTEC USA, INC., is a light to medium amber liquid composed primarily of water, glycerin, sodium citrate, and a key active component, Lentinus Edodes Extract derived from shiitake mushrooms. This advanced botanical ingredient is designed to enhance collagen functionality, supporting firmer and more youthful-looking skin. It works by increasing type I collagen and PLOD1 levels while reducing carbamylation, a process that deteriorates skin proteins such as collagen. The formulation is 97.97% natural origin and free from animal-derived ingredients, making it suitable for vegetarians and vegans. ACTIFCOL™ is widely used in personal care products, especially skin care formulations targeting skin firmness and restructuring, with demonstrated visible improvements in skin tightness and smoothness on the face, neck, and décolleté. It is compliant with multiple international cosmetic regulations and holds certifications including COSMOS-Ecocert and Halal. The ingredient is stable with a shelf life of 24 months when stored properly and is recommended for use at concentrations between 2% and 10% in cosmetic formulations.",N/A,(MANUAL_INPUT),"['REACH', 'FDA', 'Vegan']",PIM000003110-pi-actifcol-en-603113.pdf,AAAA,"['Anti-Aging', 'Anti-Wrinkle', 'Conditioning', 'COSMOS Standard', 'Elasticity', 'Firming', 'Gene Expression Modulation', 'Lifting', 'Natural Cosmetic', 'Smoothing', 'Vegan']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
17,Afghanistan,PCI,Cosmetics & Toiletries,Stepan Company,['Synthetic'],"['Baby Care', 'Bath & Toilet Cleaner', 'Hair Care', 'Skin Care', 'Soap & Bath']","['Active', 'Cleanser', 'Emulsifier']",CEDEPAL TD-403 MFLD,25446-78-0,Liquid,"CEDEPAL TD-403 MFLD, manufactured by Stepan Company, is a clear liquid anionic surfactant composed primarily of sodium trideceth sulfate (C13H27(OCH2CH2)nOSO3Na). This mild, branched-chain alkyl ether sulfate is known for its excellent wetting and foaming properties, making it highly suitable for use in personal care products such as shampoos, liquid hand soaps, bath products, facial cleansers, and baby care formulations. The product exhibits a pH of 8.3 in a 10% aqueous solution and contains 30% active ingredients, ensuring effective cleansing performance while maintaining gentleness on skin and hair. CEDEPAL TD-403 MFLD also functions as an emulsifying agent, helping to stabilize formulations by combining oil and water phases. Its mildness and biodegradability make it an ideal choice for sensitive applications, including baby products and facial cleansers. The product is preserved with formaldehyde and is available in bulk and 55-gallon drums. It is listed on major chemical inventories worldwide, ensuring regulatory compliance. Overall, CEDEPAL TD-403 MFLD offers formulators a versatile, effective, and gentle surfactant option for a wide range of personal care applications.",N/A,(MANUAL_INPUT),"['REACH', 'U.S. EPA']",PIM000008142-CEDEPALTD403MFLD TDS.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
18,Afghanistan,PCI,Cosmetics & Toiletries,"R.L. Chemicals Industries PVT, Ltd.","['Derived Natural', 'Synthetic']","['Hair Care', 'Skin Care', 'Soap & Bath', 'Spa & Wellness', 'Sun Care']","['Active', 'Biocide', 'Exfoliant']",Mandelic acid,17199-29-0,Powder,"Mandelic acid from R.L. Chemicals Industries PVT, Ltd. is a white crystalline powder with the chemical formula C8H8O3 and a molecular weight of 152.14. It is an aromatic alpha hydroxy acid (AHA) belonging to the second generation of hydroxy acids, known for its gentle yet effective peeling power without the common disadvantages of irritation. The molecule's larger size compared to glycolic acid results in slower skin penetration, making it well tolerated even by sensitive skin types. Mandelic acid has a pKa of approximately 3.41 and is soluble in water, with a melting range of 131–134°C. It is widely used in skincare for improving skin texture by reducing fine wrinkles and lines without causing erythema or irritation. Its lightening action effectively treats dermal and epidermal melasma and other hyperpigmentation issues, suitable for dark and sensitive skin due to its non-inflammatory nature. Additionally, mandelic acid exhibits antibacterial properties, making it ideal for acne treatment and managing occasional breakouts. It is also used in anti-aging products, photo-aged skin rejuvenation, and pre- and post-laser treatments to prevent bacterial infections. Recommended usage levels range up to 40% for resurfacing peels and around 10% for daily applications, with a buffered pH of 3 to 4. Overall, this mandelic acid product offers a versatile and gentle solution for exfoliation, skin renewal, acne management, and pigmentation correction, making it a valuable ingredient in personal care formulations.",Up to 40% for resurfacing peeling; approximately 10% for daily uses; buffer pH 3 to 4,(MANUAL_INPUT),['REACH'],PIM000009166-Mandelic acid _TDS_DKSH.pdf,AAAA,"['Anti-Aging', 'Anti-Bacterial', 'Anti-Dandruff', 'Anti-Itching', 'Anti-Microbial', 'Anti-Oxidant', 'Anti-Wrinkle', 'Brightening', 'Elasticity', 'Firming', 'Free Radical Scavenger', 'Moisturizing', 'Pore Refiner', 'Purifying', 'Scalp Protection', 'Skin Barrier Function', 'Skin Radiance', 'Skin Renewal', 'Smoothing', 'Soothing']",(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
19,Afghanistan,PCI,Cosmetics & Toiletries,RADIANT,"['Derived Natural', 'Synthetic', 'Vegetal']","['Baby Care', 'Hair Care', 'Skin Care']","['Others', 'Solvent']",DERMA-CLERA™,N/A,Liquid,"DERMA-CLERA™ by RADIANT is a light yellow botanical extract composed primarily of Cynanchum Atratum Extract, Butylene Glycol, and Water. It is designed as a multifunctional ingredient for personal care and cosmetic products, including hair care, body care, facial care, and baby care formulations. DERMA-CLERA™ is specifically formulated to enhance the skin barrier and provide effective treatment for sensitive skin conditions such as atopic dermatitis and psoriasis. Its mechanism of action includes strengthening the skin barrier, delivering anti-inflammatory and soothing effects, and promoting wound healing and skin regeneration. Clinical tests have demonstrated its ability to normalize keratinocyte differentiation markers (Keratin 10 and Keratin 16), reduce inflammation-related cytokines, and visibly improve skin and scalp conditions, including psoriasis lesions and scalp redness or dandruff. The product is preservative-free, has a shelf life of two years, and is recommended for use at concentrations ranging from 0.1% to 2%. DERMA-CLERA™ is a versatile and effective ingredient that supports skin health by alleviating erythema, itching, redness, and chronic inflammation, making it highly suitable for sensitive and troubled skin applications in both cosmetic and personal care products.",0.1 - 2% for general use; 5% DERMA-CLERA™ cream applied twice daily for 4 weeks for psoriasis lesions; 2% DERMA-CLERA™ hair mask applied once every 2 days for 2 weeks for scalp soothing,(MANUAL_INPUT),['China Compliant'],PIM000009670-DERMA-CLERA_Brochure.pdf,AAAA,"['Anti-Dandruff', 'Anti-Inflammatory', 'Anti-Itching', 'Gene Expression Modulation', 'Immuno Modulation', 'Redness Reduction', 'Scalp Protection', 'Skin Barrier Function', 'Skin Repair', 'Soothing', 'Wound Healing']",(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
20,Afghanistan,PCI,Cosmetics & Toiletries,Lipotec,"['Derived Natural', 'Synthetic']",['Skin Care'],['Active'],decorinyl functional ingredient,N/A,Suspension,"Decorinyl functional ingredient, developed by Lipotec, is a biomimetic tetrapeptide designed to mimic the sequences of decorin, a small leucine-rich proteoglycan that specifically binds to collagen fibrils. This ingredient is presented as a suspension containing 0.2% active peptide within a liposomal system, which enhances skin penetration and efficacy. Its composition includes water, lecithin, tripeptide-10 citrulline, carbomer, triethanolamine, caprylyl glycol, and phenoxyethanol, and it is paraben-free. Decorinyl regulates collagen fibrillogenesis by controlling fibril diameter and spacing, which improves skin suppleness, tonicity, and mechanical properties. Clinical studies demonstrate a 54% increase in skin suppleness after 28 days of use at a 5% dosage, making it ideal for cosmetic formulations targeting mature skin to enhance firmness, elasticity, and resilience. Its natural origin content of over 98% aligns with consumer demand for natural ingredients, and it is dispersible in water, facilitating formulation versatility in personal care products aimed at skin restructuring and anti-aging benefits.",5% applied daily on face for 28 days,(MANUAL_INPUT),['REACH'],PIM000010137-decorinyl-e-en-128251.pdf,AAAA,"['Anti-Aging', 'Elasticity', 'Firming']",(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
21,Afghanistan,PCI,Homecare & Institutional Cleaning,BASF Corporation,['Synthetic'],"['Color Care', 'Hair Care', 'Skin Care']","['Coating Agent', 'Conditioner', 'Emulsifier', 'Others']",3-Methoxypropylamine,5332-73-0,Liquid,"3-Methoxypropylamine, supplied by BASF Corporation, is a high-purity chemical intermediate with a minimum assay of 99.0%, ensuring exceptional quality for industrial applications. It is a clear, colorless liquid characterized by an ammonia-like odor and is free from foreign matter, with water content limited to a maximum of 0.50 wt% and color not exceeding 15 APHA. This compound is widely valued in the personal care industry for its multifunctional properties, including its role as an effective emulsifier that enhances the stability and performance of formulations such as shampoos, conditioners, and skin creams. Additionally, 3-Methoxypropylamine serves as a corrosion inhibitor in water treatment systems used in personal care manufacturing, helping to maintain equipment integrity and product safety. It also acts as a key intermediate in the synthesis of dispersed dyes like Turquoise Blue S-GL, which are utilized in coloring cosmetic products, thereby contributing to their aesthetic appeal. The versatility and high purity of BASF's 3-Methoxypropylamine make it a valuable ingredient for improving the quality, stability, and visual attributes of various personal care products.",N/A,(MANUAL_INPUT),['REACH'],PIM000041765-BASF 3MPA PS Jul22.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
22,Afghanistan,PCI,Cosmetics & Toiletries,Nouryon,"['Derived Natural', 'Vegetal']","['Antiperspirants & Deodorants', 'Color Care', 'Hair Care', 'Skin Care', 'Sun Care']","['Conditioner', 'Effect Pigment', 'Rheology Modifier', 'Skin Sensory Additive', 'Texturizer', 'Visual Carrier']",Amaze™ Nordic Barley,N/A,Powder,"Amaze™ Nordic Barley by Nouryon is a 100% natural, unmodified starch derived from Hordeum Vulgare Seed Flour, sourced regionally from Scandinavia as a sustainable by-product of the beverage industry. This fine, white, free-flowing powder features a unique singular oblate spheroid morphology that imparts exceptional visual and sensory benefits in cosmetic formulations. It is COSMOS approved, ECOCERT certified, GMO-free, and produced without additives or irradiation, ensuring excellent microbial purity and biodegradability. Amaze™ Nordic Barley excels in oil absorption, making it ideal for controlling shine and reducing tackiness in skin and sun care products, effectively replacing synthetic microplastics like Nylon-12 and PMMA. In hair care, it provides a smooth, natural feel in dry shampoos and styling products such as pomades and waxes, enabling conditioning claims without cetrimonium chloride and delivering natural styling with volume and less dryness compared to other starches. In color cosmetics, its fine particle size and unique morphology create a light-scattering effect that blurs imperfections, softens wrinkles, and offers a nude, youthful appearance with seamless coverage. Compatible with a wide range of formulation ingredients, including emulsifiers, oils, UV filters, and preservatives, Amaze™ Nordic Barley enhances texture, aesthetics, and performance across skin, hair, and color cosmetic applications, meeting the growing demand for eco-conscious, clean-label, and sustainable personal care ingredients.","Suggested use levels vary by application: Dry shampoo 2-5%, Waxes and Pomades 1-10%, Creams and Emulsions 2-10%, Color cosmetics 5-50%. Specific example formulations use 5% Amaze Nordic Barley in face cream, sunscreen, and dry shampoo, and 2% in texture spray. It is typically added below 45°C by sprinkling or slurring with glycerin or propylene glycol.",(MANUAL_INPUT),"['COSMOS Standard', 'EPA']",PIM000047800-Amaze Nordic Barley.pdf,AAAA,"['Anti-Aging', 'Anti-Wrinkle', 'Brightening', 'Conditioning', 'COSMOS Standard', 'Hair Volume', 'Mattifying', 'Natural Cosmetic', 'Sebum Control', 'Skin Radiance', 'Smoothing', 'Soft Focus', 'Texturizer', 'Vegan']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
23,Afghanistan,PCI,Cosmetics & Toiletries,JNC CORPORATION,"['Derived Natural', 'Vegetal']","['Antiperspirants & Deodorants', 'Color Care', 'Fragrance', 'Others', 'Skin Care']","['Anti-Deposition', 'Filler', 'Humectant', 'Others', 'Skin Sensory Additive', 'Stabilizer', 'Texturizer']",CELLUFLOW C-25,N/A,Powder,"CELLUFLOW C-25, manufactured by JNC CORPORATION, is a hydrophilic spherical cellulose powder derived from plant-based pulp, featuring a porous spherical structure with an average particle size predominantly between 4 to 12 micrometers. This natural cellulose micro-particle exhibits a smooth texture and high air permeability, making it highly suitable as a cosmetic ingredient. Its unique porous structure acts like a microsponge, enabling it to absorb both water and oil effectively, which enhances the texture, spreadability, and functional performance of cosmetic formulations. CELLUFLOW C-25 is physically and chemically stable, maintaining its shape and properties over time without dissolving, and is hypoallergenic, ensuring safety for skin applications. It is widely used in various personal care products such as foundations, lipsticks, eye shadows, milky lotions, and skin lotions, where it improves uniform application, reduces friction, controls sebum, and contributes to a smooth, light texture. Additionally, CELLUFLOW C-25 serves as an eco-friendly alternative to microplastic beads, aligning with sustainability goals in cosmetic development. Its high water absorption capacity (~2.2 g/g) and significant oil absorption (~80 ml/100g) further support its role in enhancing product performance and user experience.","In application formulations, CELLUFLOW C-25 is used at concentrations of 2.0% to 10.0% depending on the product type: 10.0% in foundation, 2.0% in milky lotion, and 3.0% in lip color paste.",(MANUAL_INPUT),['REACH'],PIM000052694-20170920 TDS Celluflow C-25 and TA-25.pdf,AAAA,"['Natural Cosmetic', 'Sebum Control', 'Smoothing', 'Texturizer']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
24,Afghanistan,PCI,Cosmetics & Toiletries,JNC CORPORATION,"['Derived Natural', 'Vegetal']","['Antiperspirants & Deodorants', 'Color Care', 'Skin Care']","['Co-Emulsifier', 'Emulsifier', 'Humectant', 'Skin Sensory Additive', 'Stabilizer', 'Texturizer']",CELLUFLOW TA-25,N/A,Powder,"CELLUFLOW TA-25, manufactured by JNC CORPORATION, is a hydrophobic spherical cellulose acetate powder composed of smooth, porous particles predominantly sized between 4 to 12 micrometers. This plant-based material is renowned for its time-tested use as a cosmetic base, offering a smooth texture and superior spreadability on the skin due to its spherical shape. Its unique microsponge structure enables it to absorb both water and oil effectively, swelling to add a distinctive texture while facilitating the slow release and breathability of active ingredients. CELLUFLOW TA-25 exhibits high oil absorption capacity, the highest among comparable powders, and moderate water absorption, making it ideal for moisture control in cosmetic formulations. Physically and chemically stable, it maintains its shape and performance over time without dissolving. Its hydrophobic and lipophilic nature enhances its compatibility with various cosmetic products, including foundations, lipsticks, emulsions, antiperspirant powders, and skin lotions. Additionally, its natural cellulose origin ensures low skin irritation, making it suitable for sensitive skin formulations. The powder's ability to emulsify water and oil without surfactants supports the development of gentler, surfactant-free products. Overall, CELLUFLOW TA-25 is a versatile ingredient that improves texture, application, and moisture management, contributing to high-quality, long-lasting personal care products.",N/A,(MANUAL_INPUT),['REACH'],PIM000052694-20170920 TDS Celluflow C-25 and TA-25.pdf,AAAA,"['Moisturizing', 'Natural Cosmetic', 'Sebum Control', 'Smoothing', 'Texturizer']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
25,Afghanistan,PCI,Cosmetics & Toiletries,Alland & Robert,"['Derived Natural', 'Vegetal']","['Color Care', 'Hair Care', 'Skin Care', 'Sun Care']","['Dispersing Agent', 'Emulsifier', 'Film Former', 'Humectant', 'Rheology Modifier', 'Skin Sensory Additive', 'Stabilizer', 'Texturizer']",Demecare® Acacia senegal I,9000-01-5,Powder,"Demecare® Acacia senegal I, manufactured by Alland & Robert, is a natural, high-quality gum derived from the dried exudation of Acacia senegal tree stems and branches. Presented as a white or yellow-white alveolar structured spray-dried powder, it is odorless, tasteless, and offers excellent flow, dispersibility, and rapid solubility at room temperature. Composed mainly of high molecular weight polysaccharides and their calcium, magnesium, and potassium salts, it hydrolyzes into sugars such as arabinose, rhamnose, galactose, and glucuronic acid. This vegan, non-GMO, organic, and pesticide-free ingredient complies with multiple international cosmetic and food additive regulations, ensuring safety and quality. Demecare® Acacia senegal I functions as a versatile texturizing, emulsifying, thickening, film-forming, adhesion, binding, and suspension agent. It enhances the texture, stability, and moisturizing properties of personal care products, including skin care creams, serums, sunscreens, makeup formulations like foundations and mascaras, and hair care products. Its film-forming ability imparts a tightening effect and improves product longevity, while its natural origin supports sustainability and biodegradability. With a stable shelf life of three years when stored properly, Demecare® Acacia senegal I is an ideal ingredient for clean, natural, and effective cosmetic formulations.",N/A,(MANUAL_INPUT),"['FDA', 'USP', 'REACH', 'Vegan']",PIM000075380-DKSH - Demecare_Acacia-senegal-I.pdf,AAAA,"['COSMOS Standard', 'Film Forming', 'Moisturizing', 'Natural Cosmetic', 'Organic', 'Texturizer', 'Vegan']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
