,COUNTRY,BUSINESS_LINE,INDUSTRY_CLUSTER,SUPPLIER_NAME,COMPOSITIONS,APPLICATIONS,FUNCTIONS,PRODUCT_NAME,CAS_FROM_DOC,PHYSICAL_FORM,DESCRIPTION,RECOMMENDED_DOSAGE,REGULATORY_REQUIREMENTS,CERTIFICATIONS,FILE_NAME,COMPANY_CD,CLAIMS,PDP_VDO,LIGHT_VERSION,RECOMMENDED_HEALTH_BENEFITS,SUSTAINABLE_DOC
10,Afghanistan (AF),FBI,Processed Food & Food Service,Döhler GmbH,(MANUAL_INPUT),"['Bread, Cakes & Pastries, Frozen Dough', 'Biscuit', 'Breakfast Cereals/Bars', 'Meat Products', 'Dairy', 'Confectionery', 'Alcoholic Beverage', 'Beverage']","['Dietary Fiber', 'Antioxidant', 'Stabilizer & Thickener', 'Flavour Enhancer', 'Fortification/Nutraceutical']",Apple Pomace fine milled,N/A,Powder,,N/A,(MANUAL_INPUT),[],PIM000039886-973772999 DPS Apple Pomace fine milled .pdf,AAAA,"['Natural & Ethically Sourced', 'Sustainable Food Waste Reduction', 'Upcycled']",(MANUAL_INPUT),(MANUAL_INPUT),"['Gut health', 'Weight Management', 'General Health']",(MUST_INPUT)
11,Afghanistan (AF),FBI,Processed Food & Food Service,Naturis,(MANUAL_INPUT),"['Bread, Cakes & Pastries, Frozen Dough', 'Breakfast Cereals/Bars', 'Soup', 'Processed Food']","['Dietary Fiber', 'Protein']",Organic Quick Cooking Kamut,N/A,Granule,,N/A,(MANUAL_INPUT),"['BIO', 'HACCP', 'HALAL, JAKIM, MUI', 'Kosher', 'Vegan']",PIM000041915-K110 rev08 - Q.C. Organic kamut.pdf,AAAA,"['Natural & Ethically Sourced', 'Resource & Energy Optimization', 'Sustainable Food Waste Reduction']",(MANUAL_INPUT),(MANUAL_INPUT),"['General Health', 'Gut health', 'Vitamins and Minerals', 'Women and Men wellness']",(MUST_INPUT)
12,Afghanistan (AF),FBI,Processed Food & Food Service,Darégal,(MANUAL_INPUT),"['Dressing', 'Meat Products', 'Processed Food', 'Sauces', 'Seasonings', 'Soup']","['Antioxidant', 'Dietary Fiber', 'Flavour Enhancer', 'Flavouring & Flavour Modulation', 'Preservative', 'Other']",Flat-leaf Parsley,N/A,Flakes,,Incorporation example: warm sauce: 0.5-1.5%; sauteed: 1-2%,(MANUAL_INPUT),"['ISO', 'BRC', 'IFS', 'Kosher', 'Vegan']","PIM000042350-Spec-AD Flat Parsley Medium, Large.pdf",AAAA,"['Natural & Ethically Sourced', 'Resource & Energy Optimization', 'Sustainable Food Waste Reduction']",(MANUAL_INPUT),(MANUAL_INPUT),"['Anti-aging, Antioxidant, Anti-Cancer, Anti-Inflammatory', 'Bone and Joint management', 'Cardiovascular health', 'General Health', 'Gut health', 'Immune system', 'Skin, Nails, Hair', 'Vitamins and Minerals']",(MUST_INPUT)
13,Afghanistan (AF),FBI,Food Supplements & Nutrition,Chaucer Foods Ltd,(MANUAL_INPUT),"['Beverage', 'Bread, Cakes & Pastries, Frozen Dough', 'Breakfast Cereals/Bars', 'Confectionery', 'Desserts & Ice Cream', 'Dressing', 'Sauces', 'Snacks (Salty)', 'Sweet Snack']","['Antioxidant', 'Dietary Fiber', 'Flavouring & Flavour Modulation', 'Fortification/Nutraceutical', 'Inclusion']",Freeze Dried Cranberry Powder 50mesh,N/A,Powder,,N/A,(MANUAL_INPUT),"['ISO', 'Kosher', 'HALAL, JAKIM, MUI', 'Vegan']",PIM000047605-702469-001(20221018)FD Cranberry Powder 50mesh-DKSH AU.pdf,AAAA,['Natural & Ethically Sourced'],(MANUAL_INPUT),(MANUAL_INPUT),"['Anti-aging, Antioxidant, Anti-Cancer, Anti-Inflammatory', 'Cardiovascular health', 'General Health', 'Gut health', 'Immune system', 'Skin, Nails, Hair', 'Vitamins and Minerals', 'Women and Men wellness']",(MUST_INPUT)
14,Afghanistan (AF),FBI,Confectionery & Bakery,"RIKEN VITAMIN CO., LTD.",(MANUAL_INPUT),"['Bread, Cakes & Pastries, Frozen Dough']","['Emulsifier', 'Flour Treatment Agent', 'Food Enzyme']",RSF-200 Bread Improver,N/A,Powder,,0.3 ~ 2.0% to flour weight,(MANUAL_INPUT),"['CODEX, JECFA', 'EFSA', 'GRAS, FEMAGRAS']",PIM000048276-RSF-200 - Prod Info rev. 3 (1).pdf,AAAA,"['Bio-Fermentation', 'Natural & Ethically Sourced']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
15,Afghanistan (AF),FBI,Processed Food & Food Service,Galactic S.A.,(MANUAL_INPUT),"['Dairy', 'Meat Products', 'Processed Food', 'Bread, Cakes & Pastries, Frozen Dough', 'Fruit & Vegetables', 'Sauces', 'Soup']","['Preservative', 'Food Essential']",GALACIN NISIN 101 NACL 2.5,1414-45-5,Powder,,N/A,(MANUAL_INPUT),"['GRAS, FEMAGRAS', 'Kosher', 'HALAL, JAKIM, MUI']",PIM000088058-LACIN101-E-202101.pdf,AAAA,"['Bio-Fermentation', 'Natural & Ethically Sourced']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
16,Afghanistan (AF),FBI,Food Supplements & Nutrition,"Hunan Huacheng Biotech, Inc.",(MANUAL_INPUT),"['Meat Products', 'Beverage', 'Dairy', 'Soup', 'Seasonings', 'Edible Oils', 'Processed Food']","['Antioxidant', 'Preservative', 'Flavour Enhancer', 'Colour & Colour Retention Agent']",Rosemary Extract,N/A,Powder,,N/A,(MANUAL_INPUT),"['ISO', 'GRAS, FEMAGRAS', 'HALAL, JAKIM, MUI', 'Kosher']",PIM000088545-Specification-Rosemary Extract 5%.pdf,AAAA,['Natural & Ethically Sourced'],(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
17,Afghanistan (AF),FBI,Beverage & Dairy,DÖHLER,(MANUAL_INPUT),"['Beverage', 'Confectionery', 'Dairy', 'Desserts & Ice Cream', 'Meat Products', 'Snacks (Salty)']","['Colour & Colour Retention Agent', 'Antioxidant', 'Preservative', 'Flavour Enhancer']",CURCUMIN NATURAL COLOUR,N/A,Liquid,,N/A,(MANUAL_INPUT),"['Kosher', 'HALAL, JAKIM, MUI']",PIM000088817-ProductSpecification_FIN-70341.pdf,AAAA,['Natural & Ethically Sourced'],(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
18,Afghanistan (AF),FBI,Processed Food & Food Service,Ballantyne Foods Pty Ltd,(MANUAL_INPUT),"['Biscuit', 'Bread, Cakes & Pastries, Frozen Dough', 'Processed Food', 'Sauces', 'Seasonings', 'Snacks (Salty)', 'Soup']","['Acidity Regulator', 'Flavour Enhancer', 'Flavouring & Flavour Modulation', 'Stabilizer & Thickener', 'Protein']",Cheddar Cheese Powder Hi Flavour,N/A,Powder,,N/A,(MANUAL_INPUT),"['HALAL, JAKIM, MUI']",PIM000106317-Cheddar Cheese Powder Hi Flavour.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),"['Bone and Joint management', 'General Health', 'Vitamins and Minerals']",(OPTIONAL)
19,Afghanistan (AF),FBI,Processed Food & Food Service,BK Giulini GmbH,(MANUAL_INPUT),[],['Other'],PHOSKADENT® SF,7681-49-4,Powder,,N/A,(MANUAL_INPUT),[],PIM000113729-71632 PHOSKADENT SF EN.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
20,Afghanistan (AF),FBI,Processed Food & Food Service,Compañía Española de Algas Marinas S.A.,(MANUAL_INPUT),"['Dairy', 'Desserts & Ice Cream', 'Meat Products', 'Processed Food', 'Fruit & Vegetables']","['Stabilizer & Thickener', 'Dietary Fiber', 'Firming Agent']",CEAMTEX 1602 C,N/A,Powder,,0.2-3%,(MANUAL_INPUT),"['CODEX, JECFA']",PIM000114321-TDS_CEAMTEX 1602 C.pdf,AAAA,['Natural & Ethically Sourced'],(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
21,Afghanistan (AF),FBI,Food Supplements & Nutrition,Novastell,(MANUAL_INPUT),"['Beverage', 'Dairy', 'Nutraceuticals - Capsules', 'Nutraceuticals - Powders', 'Nutraceuticals - Tablets', 'Processed Food']","['Emulsifier', 'Fortification/Nutraceutical']",CHOLINACTIVE P30 IP,N/A,Powder,,N/A,(MANUAL_INPUT),"['HALAL, JAKIM, MUI', 'Kosher', 'GRAS, FEMAGRAS']",PIM000115259-Data sheet - CHOLINACTIVE P30 IP-V6.pdf,AAAA,"['Bio-Fermentation', 'Natural & Ethically Sourced']",(MANUAL_INPUT),(MANUAL_INPUT),"['Cognitive health', 'Cardiovascular health', 'General Health']",(MUST_INPUT)
22,Afghanistan (AF),FBI,Confectionery & Bakery,Aromatech SAS,(MANUAL_INPUT),"['Beverage', 'Biscuit', 'Bread, Cakes & Pastries, Frozen Dough', 'Confectionery', 'Dairy', 'Desserts & Ice Cream', 'Sauces']","['Flavouring & Flavour Modulation', 'Flavour Enhancer']",VANILLA EXTRACT 45% VOL,N/A,Liquid,,N/A,(MANUAL_INPUT),"['Kosher', 'Vegan']","PIM000124822-_7.31409_FT_4110000001_ANG_1169 2011, 2018 848_1.pdf",AAAA,['Natural & Ethically Sourced'],(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
23,Afghanistan (AF),FBI,Food Supplements & Nutrition,TSI Group Ltd.,(MANUAL_INPUT),"['Beverage', 'Dairy', 'Dressing', 'Meals Replacement', 'Nutraceuticals - Drinks', 'Nutraceuticals - Powders', 'Nutraceuticals - Tablets']","['Fortification/Nutraceutical', 'Emulsifier', 'Stabilizer & Thickener', 'Flavour Enhancer']",PUREFLEX Chondroitin Sulfate Sodium USP,N/A,Powder,,N/A,(MANUAL_INPUT),"['ISO', 'GMP', 'HACCP', 'HALAL, JAKIM, MUI', 'Kosher']",PIM000126905-Spec_Chondroitin Sulfate Sodium USP CHS015_Bovine_R17.pdf,AAAA,['Natural & Ethically Sourced'],(MANUAL_INPUT),(MANUAL_INPUT),['Bone and Joint management'],(MUST_INPUT)
24,Afghanistan (AF),FBI,Beverage & Dairy,"Haldin Pacific Semesta, PT",(MANUAL_INPUT),"['Beverage', 'Desserts & Ice Cream', 'Breakfast Cereals/Bars', 'Confectionery', 'Bread, Cakes & Pastries, Frozen Dough']","['Flavouring & Flavour Modulation', 'Flavour Enhancer', 'Food Essential']",Masala Tea Unsweetened,N/A,Powder,,Expecting value: line 1 column 1 (char 0),(MANUAL_INPUT),[],PIM000127326-10003861 - Specification - Masala Tea Unsweetened.pdf,AAAA,['Natural & Ethically Sourced'],(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
25,Afghanistan (AF),FBI,Food Supplements & Nutrition,Plantex,(MANUAL_INPUT),"['Beverage', 'Confectionery', 'Dairy', 'Desserts & Ice Cream', 'Nutraceuticals - Capsules', 'Nutraceuticals - Drinks', 'Nutraceuticals - Powders', 'Nutraceuticals - Tablets', 'Processed Food', 'Seasonings', 'Soup']","['Antioxidant', 'Flavouring & Flavour Modulation', 'Fortification/Nutraceutical', 'Preservative', 'Colour & Colour Retention Agent']",German Chamomile FL 4:1 DE PR605,N/A,Powder,,N/A,(MANUAL_INPUT),['HACCP'],PIM000131994-PR605-01 - German Chamomile FL 4-1 DE.pdf,AAAA,['Natural & Ethically Sourced'],(MANUAL_INPUT),(MANUAL_INPUT),"['Anti-aging, Antioxidant, Anti-Cancer, Anti-Inflammatory', 'Botanicals', 'General Health', 'Gut health', 'Immune system', 'Mental health and mood improvement', 'Skin, Nails, Hair', 'Women and Men wellness']",(MUST_INPUT)
26,Afghanistan (AF),FBI,Beverage & Dairy,BLG,(MANUAL_INPUT),"['Beverage', 'Dairy', 'Desserts & Ice Cream', 'Plant-Based Dairy Alternative', 'Sauces', 'Processed Food']","['Stabilizer & Thickener', 'Firming Agent']",Gellan Gum,N/A,Powder,,Suggested additive amount 0.025%- 0.035%.,(MANUAL_INPUT),"['CODEX, JECFA']",PIM000133691-GE-HBM-60-TDS (14 SEP 2023) - High Acyl.pdf,AAAA,['Bio-Fermentation'],(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
27,Afghanistan (AF),FBI,Beverage & Dairy,KMC,(MANUAL_INPUT),['Plant-Based Dairy Alternative'],"['Emulsifier', 'Stabilizer & Thickener', 'Dietary Fiber']",CheeseMaker CF30,N/A,Powder,,CheeseMaker CF30 is applied in a dosage of 19-21%.,(MANUAL_INPUT),"['ISO', 'BRC', 'HALAL, JAKIM, MUI', 'Kosher']","PIM000134851-CheeseMaker CF30 - Thai FDA, Specification 1.0.pdf",AAAA,"['Meat & Dairy Alternative', 'Resource & Energy Optimization']",(MANUAL_INPUT),(MANUAL_INPUT),"['Gut health', 'General Health', 'Women and Men wellness']",(MUST_INPUT)
28,Afghanistan (AF),FBI,Confectionery & Bakery,Max. Felchlin A.G,(MANUAL_INPUT),"['Confectionery', 'Bread, Cakes & Pastries, Frozen Dough', 'Desserts & Ice Cream', 'Sweet Snack']","['Flavouring & Flavour Modulation', 'Inclusion', 'Other']",RP Maracaibo 65%,N/A,Block,,N/A,(MANUAL_INPUT),['ISO'],PIM000134865-RP Maracaibo 65%.pdf,AAAA,['Natural & Ethically Sourced'],(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
29,Afghanistan (AF),FBI,Confectionery & Bakery,Parodi Nutra SRL,(MANUAL_INPUT),"['Baby Food', 'Beverage', 'Biscuit', 'Bread, Cakes & Pastries, Frozen Dough', 'Breakfast Cereals/Bars', 'Confectionery', 'Meals Replacement', 'Nutraceuticals - Powders', 'Plant-Based Dairy Alternative', 'Plant-Based Meat Alternative', 'Processed Food', 'Snacks (Salty)', 'Sweet Snack']","['Antioxidant', 'Dietary Fiber', 'Protein', 'Emulsifier', 'Fortification/Nutraceutical']",Organic Walnut Protein Powder,N/A,Powder,,N/A,(MANUAL_INPUT),"['BIO', 'Kosher', 'Vegan', 'HALAL, JAKIM, MUI']",PIM000144340-9040 -TDS Farina Proteica di Noci Biologica - TDS Organic Walnut Protein Powder rev.6.pdf,AAAA,"['Natural & Ethically Sourced', 'Sustainable Food Waste Reduction']",(MANUAL_INPUT),(MANUAL_INPUT),"['Cardiovascular health', 'Cognitive health', 'General Health', 'Gut health', 'Sports nutrition', 'Vitamins and Minerals', 'Weight Management', 'Women and Men wellness']",(MUST_INPUT)
